,ParticipantID,ArrayDistance,AngularDistance,ClipName,RT
247,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,77.09333486653122,singing,False
248,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,77.09333486653122,drums,False
249,155c8f07-b54d-4d05-a1f4-b0051e4696a0,0,77.09333486653122,drums,False
250,155c8f07-b54d-4d05-a1f4-b0051e4696a0,0,77.09333486653122,singing,False
251,1771d00f-c9fb-42bd-ba37-9cafe9fcebc7,0,77.09333486653122,arp,False
252,784eb3bf-e5fe-4c63-ba93-2032f35dd312,0,77.09333486653122,arp,False
253,c30e6318-1a96-4169-a902-41021481cc9c,0,77.09333486653122,drums,False
254,c30e6318-1a96-4169-a902-41021481cc9c,0,77.09333486653122,arp,False
255,c30e6318-1a96-4169-a902-41021481cc9c,0,77.09333486653122,singing,False
256,c429a3d9-8768-4156-9f76-398453963e10,0,77.09333486653122,drums,False
257,c429a3d9-8768-4156-9f76-398453963e10,0,77.09333486653122,arp,False
258,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,73.83457855491861,drums,False
259,1771d00f-c9fb-42bd-ba37-9cafe9fcebc7,0,73.83457855491861,drums,False
260,920fb7a7-1b23-4ccd-8a68-76cb7df66ee6,0,73.83457855491861,arp,False
261,b5449b2d-4aef-4e11-85d9-e9567174e642,0,73.83457855491861,singing,False
262,b5449b2d-4aef-4e11-85d9-e9567174e642,0,73.83457855491861,drums,False
263,b5449b2d-4aef-4e11-85d9-e9567174e642,0,73.83457855491861,arp,False
264,c30e6318-1a96-4169-a902-41021481cc9c,0,73.83457855491861,drums,False
265,c30e6318-1a96-4169-a902-41021481cc9c,0,73.83457855491861,arp,False
266,c429a3d9-8768-4156-9f76-398453963e10,0,73.83457855491861,drums,False
267,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,72.92605338093368,drums,False
268,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,72.92605338093368,singing,False
269,593c5728-896e-456a-b8b7-4c15a2868049,0,72.92605338093368,arp,False
270,784eb3bf-e5fe-4c63-ba93-2032f35dd312,0,72.92605338093368,singing,False
271,784eb3bf-e5fe-4c63-ba93-2032f35dd312,0,72.92605338093368,arp,False
272,920fb7a7-1b23-4ccd-8a68-76cb7df66ee6,0,72.92605338093368,singing,False
273,cdb655c9-c5c1-46f1-b66c-18856c35c627,0,64.04304396199105,singing,False
274,cdb655c9-c5c1-46f1-b66c-18856c35c627,1,63.93871385868093,arp,False
275,cdb655c9-c5c1-46f1-b66c-18856c35c627,0,63.6749084499534,drums,False
276,80e8ae62-e4e9-44d1-8432-629d8f93ce4e,1,63.59346452588391,singing,False
277,f873aa6a-5367-48f3-bcc7-fe75fe5489fb,1,63.59346452588391,auralisation_Cube (3)_singing,True
278,f873aa6a-5367-48f3-bcc7-fe75fe5489fb,1,63.59346452588391,auralisation_Cube (3)_drums,True
279,f873aa6a-5367-48f3-bcc7-fe75fe5489fb,0,63.26599263386967,arp,False
280,80e8ae62-e4e9-44d1-8432-629d8f93ce4e,0,62.1793407452958,arp,False
281,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,61.82730248165316,singing,False
282,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,1,61.82730248165316,arp,False
283,37f9fa31-ce6a-40ec-b9ca-d2c496e04251,1,61.82730248165316,singing,False
284,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,61.82730248165316,drums,False
285,e429643b-026c-409e-8862-c18ea8e77688,1,61.82730248165316,drums,False
286,80e8ae62-e4e9-44d1-8432-629d8f93ce4e,2,61.77833078343495,singing,False
287,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,61.72176242980349,auralisation_Cube (5)_arp,True
288,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,61.72176242980349,singing,False
289,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,2,61.72176242980349,auralisation_Cube (5)_singing,True
290,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,2,61.72176242980349,auralisation_Cube (5)_drums,True
